movie_title,title_year,is_color,aspect_ratio,duration_in_mins,language,country,budget,gross,movie_facebook_likes,cast_total_facebook_likes,movie_imdb_link,director_name,actor_1_name,actor_2_name,actor_3_name
The Best Years of Our Lives,1946,0,1.37,172,English,USA,2100000,23650000,0,1941,http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1,William Wyler,Myrna Loy,Teresa Wright,Dana Andrews
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,1,2.35,150,English,USA,180000000,291709845,0,1317,http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1,Andrew Adamson,Jim Broadbent,Kiran Shah,Shane Rangi
Drive Me Crazy,1999,1,1.85,91,English,USA,8000000,17843379,0,1760,http://www.imdb.com/title/tt0164114/?ref_=fn_tt_tt_1,John Schultz,Stephen Collins,Mark Webber,Keri Lynn Pratt
The Rocket: The Legend of Rocket Richard,2005,1,2.35,124,French,Canada,8000000,,520,733,http://www.imdb.com/title/tt0460505/?ref_=fn_tt_tt_1,Charles Binamé,Stephen McHattie,Roy Dupuis,Julie LeBreton
Roadside Romeo,2008,1,2.35,93,Hindi,India,,55202,39,653,http://www.imdb.com/title/tt1050739/?ref_=fn_tt_tt_1,Jugal Hansraj,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey
The Manchurian Candidate,2004,1,1.85,129,English,USA,80000000,65948711,0,20056,http://www.imdb.com/title/tt0368008/?ref_=fn_tt_tt_1,Jonathan Demme,Denzel Washington,Dorian Missick,Jose Pablo Cantillo
Ben-Hur,2016,1,2.35,141,English,USA,100000000,,0,13390,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias
The Wiz,1978,1,1.85,118,English,USA,24000000,13000000,0,1458,http://www.imdb.com/title/tt0078504/?ref_=fn_tt_tt_1,Sidney Lumet,Lena Horne,Diana Ross,Theresa Merritt
What's Your Number?,2011,1,1.85,117,English,USA,20000000,13987482,0,15713,http://www.imdb.com/title/tt0770703/?ref_=fn_tt_tt_1,Mark Mylod,Chris Evans,Ari Graynor,Ed Begley Jr.
Two Girls and a Guy,1997,1,1.85,84,English,USA,1000000,1950218,387,21124,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,James Toback,Robert Downey Jr.,Natasha Gregson Wagner,Angel David
Spaceballs,1987,1,1.85,96,English,USA,22700000,38119483,13000,2936,http://www.imdb.com/title/tt0094012/?ref_=fn_tt_tt_1,Mel Brooks,Joan Rivers,Dick Van Patten,Michael Winslow
Come Early Morning,2006,1,1.85,97,English,USA,6000000,117560,224,1081,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,Joey Lauren Adams,Tim Blake Nelson,Diane Ladd,Ritchie Montgomery
Mission: Impossible III,2006,1,2.35,124,English,USA,150000000,133382309,0,34817,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan
Antiviral,2012,1,1.85,108,English,Canada,3200000,,0,1962,http://www.imdb.com/title/tt2099556/?ref_=fn_tt_tt_1,Brandon Cronenberg,Sarah Gadon,Douglas Smith,Caleb Landry Jones
Bizarre,2015,1,1.78,98,English,France,500000,,114,19,http://www.imdb.com/title/tt3904272/?ref_=fn_tt_tt_1,Étienne Faure,Rumi Missabu,Pierre Prieur,Raquel Nave
The Cave,2005,1,2.35,93,English,USA,30000000,14888028,0,2178,http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1,Bruce Hunt,Eddie Cibrian,Cole Hauser,Marcel Iures
There's Something About Mary,1998,1,1.85,107,English,USA,23000000,176483808,0,4664,http://www.imdb.com/title/tt0129387/?ref_=fn_tt_tt_1,Bobby Farrelly,Sarah Silverman,Lin Shaye,Richard Tyson
Halloween 4: The Return of Michael Myers,1988,1,1.85,88,English,USA,5000000,17768000,0,1136,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,Dwight H. Little,Donald Pleasence,Kathleen Kinmont,Ellie Cornell
Snake Eyes,1998,1,2.35,98,English,USA,69000000,55585389,880,15269,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,Brian De Palma,Nicolas Cage,Mike Starr,John Heard
Charlie's Angels,2000,1,2.35,94,English,USA,92000000,125305545,0,15419,http://www.imdb.com/title/tt0160127/?ref_=fn_tt_tt_1,McG,Bill Murray,LL Cool J,Kelly Lynch
Maurice,1987,1,1.66,140,English,UK,2600000,3130592,963,1269,http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1,James Ivory,Rupert Graves,Denholm Elliott,Simon Callow
One Man's Hero,1999,1,2.35,121,English,Spain,11350000,229311,271,2705,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,Lance Hool,Tom Berenger,Joaquim de Almeida,Mark Moses
Twins,1988,1,1.85,107,English,USA,15000000,111936400,0,2151,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,Ivan Reitman,Kelly Preston,Tony Jay,Hugh O'Brian
Taxi Driver,1976,1,1.85,110,English,USA,1300000,,35000,23525,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,Martin Scorsese,Robert De Niro,Albert Brooks,Peter Boyle
Vessel,2012,1,,14,English,USA,,,14,315,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,Clark Baker,Taylor Pigeon,Alan Pietruszewski,Whit Spurgeon
The Postman,1997,1,2.35,177,English,USA,80000000,17593391,0,4346,http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1,Kevin Costner,Olivia Williams,Brian Anthony Wilson,Larenz Tate
DragonHeart,1996,1,2.35,103,English,USA,57000000,51317350,0,2710,http://www.imdb.com/title/tt0116136/?ref_=fn_tt_tt_1,Rob Cohen,Dennis Quaid,Brian Thompson,Terry O'Neill
Date Movie,2006,1,1.85,85,English,USA,20000000,48546578,806,6539,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,Aaron Seltzer,Alyson Hannigan,Carmen Electra,Fred Willard
Dave Chappelle's Block Party,2005,1,1.85,100,English,USA,3000000,11694528,635,2165,http://www.imdb.com/title/tt0425598/?ref_=fn_tt_tt_1,Michel Gondry,Common,Dave Chappelle,Lauryn Hill
Enter the Void,2009,1,2.35,161,English,France,13000000,336467,23000,943,http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,Gaspar Noé,Paz de la Huerta,Emily Alyn Lind,Olly Alexander
8 Days,2014,1,,90,English,USA,2500000,,224,210,http://www.imdb.com/title/tt3111864/?ref_=fn_tt_tt_1,Jaco Booyens,Nicole Smolen,Sebastian Aguilar,Ivette Alvarez
Ice Princess,2005,1,1.85,98,English,USA,,24381334,901,235,http://www.imdb.com/title/tt0396652/?ref_=fn_tt_tt_1,Tim Fywell,Connie Ray,Trevor Blumas,Amy Stewart
The Cookout,2004,1,1.85,97,English,USA,,11540112,177,3835,http://www.imdb.com/title/tt0380277/?ref_=fn_tt_tt_1,Lance Rivera,Farrah Fawcett,Vincent Pastore,Jenifer Lewis
A League of Their Own,1992,0,2.35,128,English,USA,40000000,107458785,0,16751,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,Penny Marshall,Tom Hanks,Lori Petty,Rosie O'Donnell
Robin Hood,2010,1,2.35,156,English,USA,200000000,105219735,17000,3244,http://www.imdb.com/title/tt0955308/?ref_=fn_tt_tt_1,Ridley Scott,Mark Addy,William Hurt,Scott Grimes
The Boy,2016,1,2.35,97,English,USA,10000000,35794166,20000,4687,http://www.imdb.com/title/tt3882082/?ref_=fn_tt_tt_1,William Brent Bell,Lauren Cohan,Rupert Evans,Stephanie Lemelin
"To Be Frank, Sinatra at 100",2015,1,,81,English,UK,2000000,,0,712,http://www.imdb.com/title/tt4704314/?ref_=fn_tt_tt_1,Simon Napier-Bell,Alice Cooper,Tim Rice,Louis Walsh
Tank Girl,1995,1,2.35,104,English,USA,25000000,4064333,0,9662,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1,Rachel Talalay,Naomi Watts,Lori Petty,Jeff Kober
The Great Raid,2005,0,2.35,132,Filipino,USA,80000000,10166502,0,12133,http://www.imdb.com/title/tt0326905/?ref_=fn_tt_tt_1,John Dahl,James Franco,Clayne Crawford,Paolo Montalban
DOA: Dead or Alive,2006,1,2.35,87,English,USA,21000000,480314,0,4473,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,Corey Yuen,Steve Howey,Holly Valance,Sarah Carter
Don Jon,2013,1,2.35,90,English,USA,3000000,24475193,33000,44265,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,Joseph Gordon-Levitt,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza
America's Sweethearts,2001,1,2.35,102,English,USA,48000000,93607673,881,9176,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1,Joe Roth,Julia Roberts,Rainn Wilson,Larry King
127 Hours,2010,1,1.85,94,English,USA,18000000,18329466,63000,11984,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,Danny Boyle,James Franco,Treat Williams,Kate Burton
The Caveman's Valentine,2001,1,1.85,105,English,USA,,687081,329,1767,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,Kasi Lemmons,Colm Feore,Tamara Tunie,Aunjanue Ellis
American Beauty,1999,1,2.35,122,English,USA,15000000,130058047,22000,19078,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,Sam Mendes,Kevin Spacey,Peter Gallagher,Ara Celi
The Other Boleyn Girl,2008,1,1.85,115,English,UK,35000000,26814957,0,77823,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,Justin Chadwick,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch
World Trade Center,2006,1,1.85,129,English,USA,63000000,70236496,0,14421,http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1,Oliver Stone,Nicolas Cage,Jay Hernandez,Armando Riesco
The Ladykillers,2004,1,1.85,104,English,USA,35000000,39692139,0,41701,http://www.imdb.com/title/tt0335245/?ref_=fn_tt_tt_1,Ethan Coen,J.K. Simmons,Tom Hanks,Stephen Root
8: The Mormon Proposition,2010,1,1.78,80,English,USA,2500000,99851,0,210,http://www.imdb.com/title/tt1484522/?ref_=fn_tt_tt_1,Reed Cowan,Dustin Lance Black,Emily Pearson,Gavin Newsom
Red River,1948,0,1.37,126,English,USA,3000000,,0,2269,http://www.imdb.com/title/tt0040724/?ref_=fn_tt_tt_1,Howard Hawks,Montgomery Clift,Walter Brennan,Harry Carey Jr.
The Indian in the Cupboard,1995,1,1.85,96,English,USA,45000000,35617599,0,2965,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1,Frank Oz,Steve Coogan,Vincent Kartheiser,David Keith
Miss Congeniality 2: Armed and Fabulous,2005,1,2.35,115,English,USA,45000000,48472213,621,4305,http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1,John Pasquin,Eileen Brennan,Diedrich Bader,Treat Williams
Wicked Blood,2014,1,1.85,92,English,USA,3500000,,482,3854,http://www.imdb.com/title/tt2761578/?ref_=fn_tt_tt_1,Mark Young,Alexa PenaVega,Jake Busey,Lew Temple
The Christmas Candle,2013,1,,100,English,UK,,2209479,962,2909,http://www.imdb.com/title/tt2739338/?ref_=fn_tt_tt_1,John Stephenson,Samantha Barks,Hans Matheson,Lesley Manville
Beastmaster 2: Through the Portal of Time,1991,1,1.85,107,English,USA,6000000,869325,125,2000,http://www.imdb.com/title/tt0101412/?ref_=fn_tt_tt_1,Sylvio Tabet,Michael Berryman,Kari Wuhrer,Marc Singer
Bridget Jones's Diary,2001,1,2.35,97,English,UK,26000000,71500556,0,16999,http://www.imdb.com/title/tt0243155/?ref_=fn_tt_tt_1,Sharon Maguire,Colin Firth,Jim Broadbent,Shirley Henderson
Street Kings,2008,1,2.35,109,English,USA,20000000,26415649,0,33878,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1,David Ayer,Keanu Reeves,Chris Evans,Noel Gugliemi
The Muppet Christmas Carol,1992,1,1.85,89,English,USA,12000000,27281507,0,534,http://www.imdb.com/title/tt0104940/?ref_=fn_tt_tt_1,Brian Henson,Steven Mackintosh,Jerry Nelson,Steve Whitmire
The Wedding Planner,2001,1,2.35,103,English,Germany,35000000,60400856,0,17533,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,Adam Shankman,Matthew McConaughey,Judy Greer,Alex Rocco
The Bubble,2006,1,,90,Hebrew,Israel,1500000,155972,0,137,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,Eytan Fox,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid
Mad Hot Ballroom,2005,1,1.85,105,English,USA,,8044906,588,0,http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,Marilyn Agrelo,Heather Berman,Eva Carrozza,Paul Daggett
The Names of Love,2010,1,1.85,100,French,France,4600000,513836,0,143,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,Michel Leclerc,Sara Forestier,Jacques Gamblin,Zinedine Soualem
Runaway Bride,1999,1,2.35,116,English,USA,70000000,152149590,0,12790,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1,Garry Marshall,Julia Roberts,Christopher Meloni,Hector Elizondo
Sgt. Bilko,1996,1,2.35,93,English,USA,39000000,30400000,478,2176,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,Jonathan Lynn,Austin Pendleton,Phil Hartman,Max Casella
Redbelt,2008,1,2.35,99,English,USA,7000000,2344847,0,2158,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,David Mamet,Alice Braga,Randy Couture,Jose Pablo Cantillo
A Most Wanted Man,2014,1,2.35,122,English,UK,15000000,17237244,13000,22574,http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,Anton Corbijn,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi
Martha Marcy May Marlene,2011,1,2.35,102,English,USA,,2981638,0,1263,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,Sean Durkin,Christopher Abbott,Julia Garner,Brady Corbet
Safe,2012,1,2.35,94,English,USA,30000000,17120019,12000,27759,http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1,Boaz Yakin,Jason Statham,Reggie Lee,Robert John Burke
Sherlock Holmes: A Game of Shadows,2011,1,2.35,129,English,USA,125000000,186830669,39000,22403,http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson
Amidst the Devil's Wings,2014,1,,90,English,USA,300000,,17,1461,http://www.imdb.com/title/tt3976258/?ref_=fn_tt_tt_1,Daniel Columbie,Keri Maletto,Nicholas Simmons,Barbie Castro
My Baby's Daddy,2004,1,1.85,86,English,USA,,17321573,151,3646,http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1,Cheryl Dunye,Michael Imperioli,Marsha Thomason,Bai Ling
Johnny Suede,1991,0,1.85,97,English,Switzerland,500000,,344,11839,http://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,Tom DiCillo,Brad Pitt,Tina Louise,Nick Cave
Minority Report,2002,1,2.35,145,English,USA,102000000,132014112,0,12546,http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw
Hachi: A Dog's Tale,2009,1,1.85,93,English,USA,16000000,,115000,4453,http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1,Lasse Hallström,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen
The Devil's Rejects,2005,1,1.85,109,English,USA,7000000,16901126,0,3544,http://www.imdb.com/title/tt0395584/?ref_=fn_tt_tt_1,Rob Zombie,Sid Haig,Ken Foree,Lew Temple
Rocky,1976,1,1.33,145,English,USA,960000,117235247,0,16094,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,John G. Avildsen,Sylvester Stallone,Burgess Meredith,Carl Weathers
Shark Night 3D,2011,1,1.85,90,English,USA,25000000,18860403,0,4952,http://www.imdb.com/title/tt1633356/?ref_=fn_tt_tt_1,David R. Ellis,Chris Zylka,Joel David Moore,Katharine McPhee
The Emperor's Club,2002,1,1.85,109,English,USA,12500000,14060950,0,14347,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,Michael Hoffman,Gabriel Millman,Embeth Davidtz,Rob Morrow
The Players Club,1998,1,1.85,104,English,USA,4500000,23031390,575,2868,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,Ice Cube,Bernie Mac,Monica Calhoun,Chrystale Wilson
Pinocchio,1940,1,1.37,88,English,USA,2600000,84300000,0,1178,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,Norman Ferguson,Mel Blanc,Dickie Jones,Cliff Edwards
Extremely Loud & Incredibly Close,2011,1,2.35,129,English,USA,40000000,31836745,39000,15595,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,Stephen Daldry,Tom Hanks,Thomas Horn,Stephen Henderson
The Believer,2001,0,1.66,98,English,USA,1500000,406035,0,33441,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,Henry Bean,Ryan Gosling,Theresa Russell,Summer Phoenix
Good Will Hunting,1997,1,1.85,126,English,USA,10000000,138339411,31000,63710,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,Gus Van Sant,Robin Williams,Matt Damon,Minnie Driver
Moonraker,1979,1,2.35,126,English,UK,34000000,62700000,0,1008,http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1,Lewis Gilbert,Desmond Llewelyn,Lois Chiles,Lois Maxwell
Crocodile Dundee II,1988,1,2.35,108,English,Australia,15800000,109306210,489,717,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,John Cornell,Paul Hogan,Linda Kozlowski,John Meillon
Open Season,2006,1,1.85,83,English,USA,85000000,84303558,863,6081,http://www.imdb.com/title/tt0400717/?ref_=fn_tt_tt_1,Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski
Drumline,2002,1,2.35,118,English,USA,20000000,56398162,2000,2390,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1,Charles Stone III,Leonard Roberts,Nick Cannon,Jason Weaver
Sweet Charity,1969,1,2.35,154,English,USA,20000000,,548,2172,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1,Bob Fosse,Sammy Davis Jr.,Ricardo Montalban,Ben Vereen
Raising Helen,2004,1,1.85,119,English,USA,50000000,37486138,718,2052,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1,Garry Marshall,Amber Valletta,Felicity Huffman,Spencer Breslin
The Last Five Years,2014,1,2.35,94,English,USA,,137945,0,10869,http://www.imdb.com/title/tt2474024/?ref_=fn_tt_tt_1,Richard LaGravenese,Anna Kendrick,Jeremy Jordan,Charly Bivona
I Don't Know How She Does It,2011,1,1.85,89,English,USA,24000000,9639242,0,5470,http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1,Douglas McGrath,Olivia Munn,Busy Philipps,Jessica Szohr
Woo,1998,1,,84,English,USA,13000000,8026971,204,3352,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,Daisy von Scherler Mayer,LL Cool J,Jada Pinkett Smith,Dave Chappelle
The Greatest,2009,1,2.35,96,English,USA,6000000,115862,0,2163,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,Shana Feste,Jennifer Ehle,Zoë Kravitz,Cara Seymour
Four Single Fathers,2009,1,,100,Italian,Italy,3000000,,32,2890,http://www.imdb.com/title/tt1252289/?ref_=fn_tt_tt_1,Paolo Monico,Stephanie Szostak,Sarah Rafferty,Salvatore Santone
The Craft,1996,1,1.85,101,English,USA,15000000,24881000,6000,1812,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,Andrew Fleming,Christine Taylor,Rachel True,Brenda Strong
The Crew,2000,1,1.85,88,English,USA,23000000,13019253,153,1509,http://www.imdb.com/title/tt0198386/?ref_=fn_tt_tt_1,Michael Dinner,Seymour Cassel,Dan Hedaya,Lainie Kazan
Elizabeth,1998,1,1.85,124,English,UK,25000000,30012990,0,1006,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,Shekhar Kapur,Fanny Ardant,John Gielgud,Eric Cantona
The Ten,2007,1,1.85,96,English,USA,5250000,766487,915,4883,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,David Wain,Jon Hamm,Ken Marino,Ron Silver
Doomsday,2008,1,2.35,113,English,UK,30000000,10955425,0,391,http://www.imdb.com/title/tt0483607/?ref_=fn_tt_tt_1,Neil Marshall,Ryan Kruger,Jason Cope,Jeremy Crutchley
Captain America: The Winter Soldier,2014,1,2.35,136,English,USA,170000000,259746958,55000,36188,http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1,Anthony Russo,Scarlett Johansson,Chris Evans,Hayley Atwell
Bill & Ted's Bogus Journey,1991,1,1.85,93,English,USA,20000000,38037513,0,20188,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,Peter Hewitt,Keanu Reeves,George Carlin,Alex Winter
Bad Moms,2016,1,,100,English,USA,20000000,55461307,36000,37572,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,Jon Lucas,Mila Kunis,Jay Hernandez,Jada Pinkett Smith
Mad Max,1979,1,2.35,93,English,Australia,200000,,10000,928,http://www.imdb.com/title/tt0079501/?ref_=fn_tt_tt_1,George Miller,Hugh Keays-Byrne,Steve Bisley,Joanne Samuel
A Lonely Place to Die,2011,1,2.35,99,English,UK,4000000,,0,2631,http://www.imdb.com/title/tt1422136/?ref_=fn_tt_tt_1,Julian Gilbey,Ed Speleers,Eamonn Walker,Sean Harris
24 7: Twenty Four Seven,1997,0,1.85,96,English,UK,,,224,5535,http://www.imdb.com/title/tt0120391/?ref_=fn_tt_tt_1,Shane Meadows,Bob Hoskins,Annette Badland,Karl Collins
Corpse Bride,2005,1,1.85,77,English,USA,40000000,53337608,0,60683,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,Tim Burton,Johnny Depp,Christopher Lee,Joanna Lumley
Slacker Uprising,2007,1,,102,English,USA,2000000,,69,1674,http://www.imdb.com/title/tt0850669/?ref_=fn_tt_tt_1,Michael Moore,Michael Moore,Eddie Vedder,Steve Earle
Peaceful Warrior,2006,1,2.35,120,English,Germany,10000000,1055654,0,2673,http://www.imdb.com/title/tt0438315/?ref_=fn_tt_tt_1,Victor Salva,Scott Mechlowicz,Tim DeKay,Agnes Bruckner
The Sentinel,2006,1,2.35,107,English,USA,60000000,36279230,690,1352,http://www.imdb.com/title/tt0443632/?ref_=fn_tt_tt_1,Clark Johnson,Blair Brown,David Rasche,Martin Donovan
From a Whisper to a Scream,1987,1,1.85,92,English,USA,1100000,1400000,241,1329,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,Jeff Burr,Terry Kiser,Clu Gulager,Susan Tyrrell
Meet the Parents,2000,1,1.85,108,English,USA,55000000,166225040,0,24286,http://www.imdb.com/title/tt0212338/?ref_=fn_tt_tt_1,Jay Roach,Robert De Niro,Blythe Danner,Teri Polo
The Lazarus Effect,2015,1,2.35,83,English,USA,3300000,25799043,0,11771,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,David Gelb,Olivia Wilde,Mark Duplass,Donald Glover
Paranormal Activity 2,2010,1,1.85,98,English,USA,3000000,84749884,14000,1081,http://www.imdb.com/title/tt1536044/?ref_=fn_tt_tt_1,Tod Williams,Sprague Grayden,Molly Ephraim,Micah Sloat
Taxman,1998,1,1.37,104,English,USA,1000000,,18,2406,http://www.imdb.com/title/tt0138862/?ref_=fn_tt_tt_1,Avi Nesher,Fisher Stevens,Elizabeth Berkley,Robert Townsend
The Untouchables,1987,1,2.35,119,English,USA,25000000,76270454,0,22767,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,Brian De Palma,Robert De Niro,Billy Drago,Charles Martin Smith
Horrible Bosses,2011,1,2.35,106,English,USA,35000000,117528646,31000,18669,http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1,Seth Gordon,Kevin Spacey,Lindsay Sloane,Reginald Ballard
The Warrior's Way,2010,1,2.35,100,English,New Zealand,45000000,5664251,0,2056,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy
Madison,2001,1,2.35,94,English,USA,,508867,282,3583,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,William Bindley,Bruce Dern,Jake Lloyd,William Shockley
Diary of a Wimpy Kid: Dog Days,2012,1,2.35,94,English,USA,22000000,49002815,0,3153,http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,David Bowers,Zachary Gordon,Rachael Harris,Karan Brar
Free Style,2008,1,1.85,94,English,Canada,,140987,58,2519,http://www.imdb.com/title/tt1128071/?ref_=fn_tt_tt_1,William Dear,Madison Pettis,Corbin Bleu,Sandra Echeverría
Flight of the Phoenix,2004,1,2.35,113,English,USA,45000000,21009180,1000,4397,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,John Moore,Dennis Quaid,Tony Curran,Miranda Otto
Partition,2007,1,2.35,116,English,Canada,10000000,,746,428,http://www.imdb.com/title/tt0213985/?ref_=fn_tt_tt_1,Vic Sarin,Jimi Mistry,Jesse Moss,John Light
The Bridge on the River Kwai,1957,1,2.35,161,English,UK,3000000,27200000,0,1035,http://www.imdb.com/title/tt0050212/?ref_=fn_tt_tt_1,David Lean,William Holden,Sessue Hayakawa,Jack Hawkins
The 5th Quarter,2010,1,1.85,90,English,USA,6000000,399611,0,2370,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,Rick Bieber,Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna
Toy Story,1995,1,1.85,74,English,USA,30000000,191796233,0,19046,http://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1,John Lasseter,Tom Hanks,John Ratzenberger,Jim Varney
City of Ghosts,2002,1,1.85,116,English,USA,17500000,325491,204,245,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell
Superman Returns,2006,1,2.35,169,English,USA,209000000,200069408,0,29991,http://www.imdb.com/title/tt0348150/?ref_=fn_tt_tt_1,Bryan Singer,Kevin Spacey,Marlon Brando,Frank Langella
Veronica Guerin,2003,1,2.35,98,English,Ireland,17000000,1569918,0,409,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,Joel Schumacher,Brenda Fricker,David Murray,Gerard McSorley
Miss Congeniality,2000,1,1.85,109,English,USA,45000000,106807667,0,1574,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,Donald Petrie,Candice Bergen,Wendy Raquel Robinson,Heather Burns
Concussion,2015,1,2.35,123,English,UK,35000000,34531832,23000,13371,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1,Peter Landesman,Will Smith,Eddie Marsan,Albert Brooks
Max Keeble's Big Move,2001,1,1.85,91,English,USA,12000000,17292381,371,4551,http://www.imdb.com/title/tt0273799/?ref_=fn_tt_tt_1,Tim Hill,Noel Fisher,Amber Valletta,Larry Miller
House at the End of the Street,2012,1,2.35,101,English,Canada,6900000,31607598,10000,35717,http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1,Mark Tonderai,Jennifer Lawrence,Nolan Gerard Funk,Gil Bellows
