actor_facebook_likes,actor_name
176,Joe Flaherty
451,Ashraf Barhom
60,Donny Alamsyah
249,Wendy Crewson
492,John McGlothlin
46,Agata Kulesza
10000,Jensen Ackles
269,Collin Chou
129,Drew Powell
897,Jodi Lyn O'Keefe
412,Sean Cameron Michael
443,James Tumminia
132,Cornel Wilde
73,Debra Lynn Hull
713,Essence Atkins
178,Katherine Waterston
12,Talia Zucker
3,María Alche
0,Benjamin Fletcher
8,Clint Jordan
388,Charlotte Sullivan
836,Roger Willie
170,Joshua Leonard
690,Michael Nyqvist
749,Travis Myers
334,Jonathan Silverman
427,Neil Brown Jr.
476,Olivia d'Abo
869,Carmen Electra
607,Oliver Hudson
67,Kati Outinen
919,Julia Ormond
93,Alex Veadov
194,Amy Irving
135,Eme Ikwuakor
89,Diana Maria Riva
24,Nicolas Giraud
39,Phaldut Sharma
741,Mikal Vega
288,Joshua Ray Bell
25,Stevan Mena
376,Meg Crosbie
56,Satoshi Tsumabuki
912,Jennifer Esposito
56,Larry Blamire
101,Filippo Timi
252,Christopher Evan Welch
77,Richard Johnson
1000,Devin Ratray
4,Bo Huang
592,Pruitt Taylor Vince
46,Erin Boyes
338,Willie Nelson
197,Bergüzar Korel
90,Álex Angulo
1000,Drake Bell
63,Chelsey Reist
446,Nora Zehetner
125,Rodney Eastman
717,Taylor Dooley
0,Jérôme Deschamps
150,Marie-Josée Croze
1000,Kristin Scott Thomas
277,Todd Stashwick
459,Madison Davenport
42,Ted Wass
240,James Tupper
77,John McGiver
973,Claudia Cardinale
379,Jorja Fox
985,Jim Henson
324,Robb Wells
40,Vanessa Matsui
158,Natalie Mendoza
123,Parker Bagley
526,Sophie Nélisse
29,Otto Jespersen
42,Vanessa Zima
164,Pierre Perrier
61,Sean Lennon
189,Micah Sloat
230,Perrey Reeves
480,Tyrone Power
984,Ian Ziering
86,John Ireland
0,Naderev Sano
956,Tony Goldwyn
40,Lisa Pelikan
751,Kristen Connolly
471,Bill Irwin
871,Barack Obama
420,Jackie Cooper
184,Bill Clinton
4000,Sarah Michelle Gellar
419,Jill Hennessy
104,Pawel Szajda
460,Jere Burns
685,Tatyana Ali
385,Ornella Muti
399,Leslie Caron
282,August Diehl
60,Phyllida Law
378,Christopher Guest
738,Adam Lamberg
174,Elpidia Carrillo
417,Ray Walston
173,Shun Oguri
717,Min-sik Choi
463,Dash Mihok
184,Suzi Lorraine
922,Dulé Hill
357,Billie Burke
617,Patricia Neal
8,Minoru Chiaki
37,Jay Paulson
0,Michael Landers
266,Julian Fellowes
695,Oliver Reed
10000,Alexander Skarsgård
0,Bhole Baba
490,Simon Merrells
267,Peter Scolari
202,Giovanna Mezzogiorno
1000,Dane Cook
0,Emily Gorell
120,Peter Mark Richman
473,Ian Whyte
327,Seymour Cassel
48,Frank Rautenbach
233,David Herman
0,Ana Maria Guran
105,Andrea Savage
29,Elizabeth MacRae
322,Zach Woods
526,Barry Watson
108,Sofie Gråbøl
21,Tatiana Suarez-Pico
336,Robin Atkin Downes
8,Matthias Habich
7,Daniel Rindress-Kay
60,Andy On
129,Jacob Latimore
918,Brandon T. Jackson
2,Alejandro Furth
203,Dian Bachar
882,William Hurt
166,Kristen Quintrall
5,Colette Divine
462,Burt Kwouk
65,Nathin Butler
266,Brenda Strong
359,Nancy Travis
625,Tyra Banks
326,Alexandra Holden
51,Karin Dor
85,Barney Clark
358,Mike Beckingham
39,Vanessa Martinez
432,DMX
80,Jacky Ido
32,George Voskovec
171,Andrew Daly
332,Luenell
648,Brett Wagner
122,Steven Hill
168,Kevin Rahm
98,Georgina Reilly
3,Philippe Labro
56,Satish Kaushik
363,Mackenzie Davis
234,Gregory Cruz
138,Susan Chambers
282,Ahna O'Reilly
82,Anthony Simcoe
222,Patricia Richardson
58,Ahmad Massad
22,Eddie Peng
898,Vanessa Redgrave
263,Aria Noelle Curzon
32,Natalie Canerday
485,Xander Berkeley
970,Jon Heder
565,Jon Seda
121,Darren E. Burrows
607,Claude Rains
585,Joely Richardson
161,Stephanie Sigman
708,Brad Schmidt
132,William Lucking
1000,Tia Carrere
216,Orson Bean
350,Stuart Margolin
752,Irene Bedard
872,Max Ryan
617,Aaron Yoo
168,Michael Dorman
39,Angelica Lee
37,Damien Garvey
324,Kyle Hebert
142,Sheldon Bailey
1000,CCH Pounder
528,Jason George
98,Trevor Howard
18,Jeff Dowd
769,George Carlin
2,Daston Kalili
708,Rudy Youngblood
27,Darren Keefe Reiher
22,Travis Smith
1000,Vic Waghorn
152,Rick Gomez
152,Arliss Howard
236,Joe Viterelli
637,Eric Mabius
23,Greg D'Agostino
262,Joe Cocker
316,Scott Adsit
296,Kerry Bishé
3,José Manuel Orozco Angulo
213,Mary Kay Place
9,Damon Owlia
133,Barbara Carrera
398,Joseph Cross
801,Donald Glover
22000,Robert De Niro
886,Fred Gwynne
6,Bonz Malone
159,Geneviève Bujold
794,JJ Feild
635,Nathan Jones
233,Joyful Drake
162,Kurt Loder
20,Karl Collins
32,Olivier Rabourdin
117,T.V. Carpio
462,Claudia Christian
212,Braeden Lemasters
282,Ossie Davis
625,Neil Flynn
15,Rab Affleck
147,Jonathan Mangum
769,Jeremy Davies
248,Thomas Mitchell
14,Jelena Nik
92,Daniel Tay
628,Richard Curtis
5000,Stephen Amell
24,François Damiens
715,Jesse L. Martin
529,Fergie
571,Frank Dillane
1000,John Abraham
58,Dany Verissimo-Petit
619,Lara Flynn Boyle
87,Fenella Woolgar
171,Juhi Chawla
634,Benjamin A. Onyango
247,Paula Jai Parker
26,Joe Howard
720,Kay Panabaker
106,Kali Rocha
980,Kirstie Alley
894,Glenn Morshower
28,Bessie Love
876,Emily Watson
576,Roxanne McKee
14,Daniel Zettel
465,Joseph Julian Soria
691,Marsha Thomason
163,Om Puri
27,Gerry Becker
66,John Beck
523,Sandra Ellis Lafferty
329,Ike Barinholtz
11,Rorke Denver
0,Nadine Labaki
110,Jason Connery
642,David Conrad
728,Alia Shawkat
463,Shea Whigham
43,Hiroshi Abe
50,Guillermo Francella
787,Cole Hauser
763,Lily Rabe
569,Rachael Harris
901,Patricia Tallman
5,Christopher Webster
535,Mark Rylance
375,John Robinson
31,Seema Biswas
52,André Dussollier
774,Suraj Sharma
653,Bruno Ganz
111,Hardy Krüger
505,Sean Maher
196,Shawn Christian
323,Lizzie Brocheré
150,Jennifer Rubin
16,Sam Edwards
0,Teddy Doloir
1000,Boris Kodjoe
342,David Mamet
489,Sofia Vassilieva
0,Aliou Touré
513,James Doohan
636,Catherine Bell
439,Michael Landes
280,Catalina Sandino Moreno
24,Devid Striesow
19,María Aura
852,Zoey Deutch
15,Sung-kee Ahn
12,Hans Weingartner
75,Simon Abkarian
60,Vlad Ivanov
681,Kevin Sussman
356,Burt Ward
906,Mhairi Calvey
14,Sue Corcoran
295,Louis Ferreira
28,Amy Stewart
301,Kathryn Erbe
3,Yûki Amami
140,Jason Gray-Stanford
33000,Chris Moss
17,Hitoshi Matsumoto
31,Chris Cox
223,Eve
7,Dal-su Oh
226,Paul Borghese
146,Johnny Harris
4000,Jon Favreau
574,Amanda Wyss
982,Jin Akanishi
2,Sara-Marie Maltha
16,Zaide Silvia Gutiérrez
269,Iddo Goldberg
87,Ivan Dixon
407,Shawn Hatosy
580,Martin Henderson
659,Phyllis Diller
2000,Kelly Macdonald
11000,Anne Hathaway
374,Daniel Franzese
40,Bruce Newbold
703,Emma Bell
844,Jeff Conaway
167,Will Beinbrink
172,Edward Everett Horton
13,Vladimir Garin
733,Nat Wolff
265,Tom Kane
109,Scott Handy
2,Péter Fancsikai
62,Tim Williams
231,India de Beaufort
587,Ella Wahlestedt
978,Violante Placido
996,Bérénice Bejo
412,James Ransone
58,Natasha Bedingfield
927,Donald Faison
48,Elio Germano
149,Simon McBurney
63,Richard Cetrone
60,Marcia DeBonis
235,James McCaffrey
973,Marc Blucas
17,John Buffalo Mailer
142,Caroll Spinney
305,Luke Treadaway
1000,LeVar Burton
5000,Theo James
738,Scott Grimes
64,Flaco Navaja
399,Rachel Dratch
11000,Morgan Freeman
876,Curtis Armstrong
4,Heather Bucha
81,Karin Konoval
567,Erick Avari
91,Michael Wong
10000,Tom Cruise
565,Tom Hughes
701,Matt Long
0,Ivette Alvarez
645,Paul Blackthorne
3,Eric Schlosser
298,Bruce Campbell
322,Mark L. Young
220,Susan May Pratt
23,Kevin Hamedani
563,Mia Farrow
436,Kevin Clash
397,Amy Sedaris
26,Anna Katarina
20,Rijk de Gooyer
3,Peter McNicholl
966,Jenna Fischer
9000,Charlize Theron
3,Annelyse Ahmad
567,Mark Gatiss
155,Martina Gedeck
40,Samantha McLeod
68,Vanessa Marshall
448,Terry Kiser
615,Katt Williams
315,Shriya Saran
0,Jonathan Blow
439,Jasika Nicole
3,Fritz Kortner
593,Jon Stewart
721,Don Rickles
271,Alan Oppenheimer
218,Xzibit
639,Alan Young
20,Tac Fitzgerald
168,Ronit Elkabetz
185,Ann Dowd
1000,John Boyega
232,Kayden Kross
941,Jimmy Smits
501,Kristen Johnston
206,Richard Moll
101,Kelly Jo Minter
702,William Morgan Sheppard
169,Peter Riegert
771,Pam Ferris
216,Kenneth Colley
129,Oksana Akinshina
13000,Heath Ledger
155,Jack Thompson
108,Raymond J. Barry
0,Raquel Nave
517,Jean-Baptiste Maunier
908,Scout Taylor-Compton
160,Jordi Vilasuso
241,Simon Woods
433,Marcia Wallace
343,Jeanne Moreau
575,Danny Arroyo
40,Jimmy Nail
2,Carlo Cecchi
605,Rosanna Arquette
384,Tony Jay
579,Dilshad Vadsaria
746,Ben Platt
78,Jorge Luis Moreno
488,Patrick Kilpatrick
100,Michelle Nolden
366,Michael Jordan
639,Matthew Gray Gubler
1000,Rich Pecci
957,Ellen Albertini Dow
445,Ernie Reyes Jr.
646,Samira Wiley
5,Mercedes Morán
820,Manish Dayal
0,Stana Roumillac
14000,Vin Diesel
59,Jason Kravits
145,Eden Riegel
465,Alex Russell
19,Martijn Lakemeier
192,Thomas Stroppel
847,Jack E. Curenton
607,Lamman Rucker
255,John Forsythe
302,Andy Dick
73,Olivia Alexander
482,Mare Winningham
2,Bill Martone
360,David Alan Grier
2000,Hunter Parrish
921,Elisabeth Harnois
69,Angela Jones
477,Matthew Settle
557,Ewen Bremner
579,Philip Winchester
971,Kate Upton
416,Claire Gordon-Harper
523,Cem Yilmaz
11,Alexis Biesiada
1000,Stephanie Szostak
147,Gano Grills
56,Ari Folman
20000,Hugh Jackman
597,Phylicia Rashad
1000,Dania Ramirez
1000,Gillian White
922,Cassandra Peterson
599,Michael O'Neill
353,Lawrence Gilliard Jr.
170,Matthew Cowles
45,David Sullivan
80,Luis Antonio
307,Erin Gray
643,Tony Chiu Wai Leung
0,Laura Flanders
172,Tyrone Giordano
42,Tiffany Helm
23,Kendyl Joi
303,Erin Daniels
928,Noel Clarke
156,Michael Des Barres
639,Scott Levy
150,Steven Christopher Parker
753,Bernadette Peters
196,Cecelia Antoinette
45,Eric Christmas
269,Mary J. Blige
17,Curt Doussett
253,Gage Golightly
14,Penny Balfour
134,Matt Price
305,Renee Olstead
640,Katharine Ross
489,Dong-gun Jang
71,Sandrine Kiberlain
544,Caroline Dhavernas
147,Alan Van Sprang
20,Emilio Estefan Jr.
94,Kaiwi Lyman-Mersereau
463,Ben Schwartz
47,María Botto
59,Eric Peterson
457,JR Bourne
941,Kyra Sedgwick
28,Lou Perryman
77,Danny Rhodes
133,George 'Buck' Flower
22,Eugenia Khirivskaya
756,Lee Marvin
65,Neil Armstrong
841,Chris Klein
196,Ni Ni
228,Jaime Zevallos
444,Nia Peeples
7,Carlos Lasarte
611,Larry Miller
1000,Clint Howard
20000,Matt Bomer
19,Jonathan Brewer
3,Stephane Gauger
277,Chad Bishop
265,Roy Dupuis
191,Kate Dickie
576,Eva LaRue
2000,Matt Smith
102,Gulshan Grover
50,Patrick Huard
428,Mary McCormack
359,Robert Rusler
748,Shantel VanSanten
0,Jeff Jacob
262,Zachary Knighton
654,Sherman Hemsley
668,Margo Harshman
16000,Christopher Lee
255,Randall 'Tex' Cobb
459,Antonio Sabato Jr.
11000,Christoph Waltz
244,Theresa Randle
192,Rachel Korine
680,T.I.
412,Steven Michael Quezada
969,Miko Hughes
108,Kyla Wise
9,Gitte Witt
529,Kimberly Williams-Paisley
67,John Castle
66,Frank Faylen
94,Jerry Nelson
142,Buzz Aldrin
559,Robert Shaw
398,Susan Ward
133,Sandra Vergara
68,James Robertson Justice
551,Madhuri Dixit
26000,Chris Hemsworth
571,Chris Elliott
173,Anthony Heald
3000,Tom Welling
44,Adrien Dorval
531,Laura San Giacomo
421,Annabelle Wallis
218,Tamannaah Bhatia
281,Kim Delaney
140,Ralph Brown
68,Judy Marte
45,Mews Small
9,Andrea Vergara
93,Tony Corvillo
36,Dana Hanna
21,Jane Goodall
971,Elizabeth Daily
118,Michelle Simone Miller
209,Ashley Laurence
551,Alicia Keys
1000,Cameron Monaghan
5,Rosie Traynor
177,Billy Aaron Brown
7,Aleksandr Bashirov
591,Brian Blessed
11,Patrick Lyster
41,Jennifer Landa
613,James D'Arcy
770,Zelda Rubinstein
499,Sarah Wright
466,Hector Echavarria
28,Lillian Adams
946,Alan Ruck
8000,Shailene Woodley
382,Salvatore Santone
328,Lily Atkinson
20,Jay Adams
977,Trey Loney
719,Ellen Wong
886,Jeffrey Combs
218,Gerry Bednob
541,James Callis
1000,Steve Coogan
71,Sook-Yin Lee
0,Jean-Louis Blondeau
220,Jaden Klein
18,Bill Lake
43,Edward Conna
105,Dick Powell
61,Maximilian Dirr
338,Steve Harris
48,Dickie Jones
163,Hugh O'Conor
41,John Topor
472,Lorraine Bracco
127,Patrick Cranshaw
988,Ki Hong Lee
7,Ronnie Lazaro
450,Sal Mineo
21,John Macmillan
55,Paolo Seganti
83,Betty Hutton
3,Nataniel Sánchez
9,Mel Eslyn
184,Bob Marley
2,Henri Garcin
231,Toni Braxton
337,Doug Bradley
627,Hans Matheson
284,Oaklee Pendergast
132,Emma de Caunes
48,Hoyt Axton
234,Sean Buchanan
788,Joseph Gilgun
0,Edgar Tancangco
35,Michael Abbott Jr.
123,Karra Elejalde
110,Avery Schreiber
55,Fiona Glascott
104,Malika
321,Jennifer Westfeldt
98,Elise Muller
81,Jessica Bowman
183,Sandahl Bergman
394,Nonso Anozie
727,Robert Maillet
892,Heather Morris
121,Arben Bajraktaraj
368,Mike Dopud
273,Laurel Holloman
530,Connor Paolo
20,Rawiri Paratene
442,Constance Marie
107,Finn Ireland
687,Shenae Grimes-Beech
387,Joe Don Baker
126,Fay Masterson
368,Marc Anthony
390,Jack Reynor
290,Anna Harr
111,Gino Salvano
238,Barbara Bach
358,Luke Newberry
571,Paul Eenhoorn
36,Razaaq Adoti
91,Nicholas Carella
54,Brooke Bundy
240,Rosa Salazar
246,Angelo Tsarouchas
254,A.J. Langer
216,Jeff Anderson
61,Lucy Gordon
517,Samantha Mathis
690,Marley Shelton
1000,Alona Tal
786,Shahab Hosseini
307,Catherine McCormack
13,Casper Christensen
439,Boyd Holbrook
652,John Savage
760,Spencer Tracy
48,Dominique Sanda
113,Stephen Macht
258,Craig Fairbrass
715,Ava Gardner
83,Leo McKern
562,Allison Tolman
767,Mindy Kaling
486,Paulo Costanzo
489,Jessica Paré
11000,Woody Allen
249,June Diane Raphael
77,Steve Bisley
24000,J.K. Simmons
36,William Miller
0,Woo-hee Chun
36,Kristian Bruun
788,Michael Raymond-James
86,Nick Principe
25,Elizabeth Meriwether
572,Jessica Walter
689,Beau Garrett
179,Tomiwa Edun
61,Nelson Ascencio
8000,Julia Roberts
266,Elsa Lanchester
77,Monda Scott
586,Redd Foxx
549,Jack Palance
326,Mathieu Kassovitz
2000,Sheryl Lee
358,Gloria Sandoval
390,Terence Bernie Hines
64,Sanoe Lake
422,Veronica Cartwright
398,Matt McCoy
84,Steve Whitmire
17,Jason Cottle
189,Peter Breck
903,Amr Waked
762,Riley Smith
591,Kerr Smith
434,Cleavon Little
371,Angela Nordeng
410,Don Pardo
311,James Gammon
61,Jonathon Trent
288,Gemma Chan
248,Jack Plotnick
216,Pierfrancesco Favino
518,Hugh Bonneville
48,Athina Rachel Tsangari
403,Marco St. John
14,Darshan Jariwala
286,Brenda Blethyn
89,Jessica Lindsey
0,Lhakpa Dorji
6,Louisa Milwood-Haigh
161,William Windom
57,Lex Barker
181,Toby Leonard Moore
246,Steve Railsback
81,Dean Dawson
69,Hugh Griffith
303,Cory Hardrict
360,Jacob Pitts
70,Pauline McLynn
524,Shawna Waldron
4,Ni Yan
202,Valarie Pettiford
334,Alexander Vlahos
573,Kathryn Morris
318,Barbara Billingsley
268,Charlie Tahan
2,Stephen Carr
181,Ryan Donowho
353,Karisma Kapoor
189,Melvyn Douglas
315,Texas Battle
445,Chad Lindberg
638,Chris Bauer
7,Jackie Nova
20,Francis Lederer
602,Stacy Keach
174,Gilbert R. Hill
176,Steve Oedekerk
62,Vince Colosimo
591,Nicholas Braun
58,Greg Ayres
2000,Eric Dane
699,Tom Waits
205,Necati Sasmaz
287,Helen Martin
418,Marion Ross
593,Nick Cannon
0,Bertrand Cantat
731,Bianca Kajlich
2000,Jamie Lee Curtis
0,Zubaida Sahar
90,Mike Muscat
142,Heather Sossaman
288,Warren Oates
131,Lubna Azabal
18,Ted de Corsia
54,Terry Funk
164,Helen Hayes
748,Kevin McHale
143,Mink Stole
280,Kari Matchett
16,Chelsea Bond
14,Tommy the Clown
94,Parry Shen
47,Bianca Collins
432,Chris Parnell
481,Grace Gummer
505,Dante Brown
171,Lindsay Duncan
714,Danny Strong
455,Phil Collins
24,Javed Jaffrey
2000,Kevin Zegers
10,Sebastian Blomberg
53,Eddie Jones
545,Bridgette Wilson-Sampras
162,Art Malik
233,Julie Kavner
500,Taran Killam
93,Larry Poindexter
312,Dustin Diamond
23,Michel Robin
40,Ángela Molina
0,Aziz Muradillayev
734,Matt Prokop
650,Todd Graff
11000,Chris Evans
117,Josh Pais
591,Patricia Velasquez
909,Leah Remini
215,Sharon Lawrence
4,Johanna Mørck
152,Tim Bagley
51,Rosalind Harris
405,Tamala Jones
505,Rebecca Mader
4,James Hall
15000,Tom Hanks
191,Martin Balsam
724,Nick Robinson
241,Clive Russell
32,Darren Kendrick
904,Ari Graynor
130,Tuesday Knight
509,Raza Jaffrey
191,Mei Melançon
648,Ruth Negga
39,Peter Robbins
10000,Viggo Mortensen
244,Theodore Bikel
351,Cariba Heine
2000,Beau Mirchoff
141,Tim McInnerny
202,Gert Fröbe
624,Jane Krakowski
0,Ken Davis
887,Shirley Henderson
29,Silvio Muccino
84,Tom Everett
27,John Cothran
184,Tom Ardavany
20,Fedja van Huêt
44,Conrad Kemp
155,Timothy Bottoms
147,Thomas Ian Griffith
163,Samantha Esteban
378,Mike Howard
149,Aml Ameen
786,Debbie Reynolds
593,Kevin Grevioux
602,Adrienne Barbeau
10,Joe Cassidy
307,Elissa Dowling
512,Monica Keena
212,Sam Reid
375,Jack O'Halloran
504,Dick Clark
258,Celia Weston
394,Cathy Moriarty
168,Robert Neary
71,Nancy O'Dell
2,Darci Kistler
80,Judith Godrèche
553,Tim Meadows
57,Boyd Banks
371,Rachel Skarsten
338,John Gallagher Jr.
29,Rapulana Seiphemo
429,Skyler Samuels
643,Joan Chen
786,Danny Pino
110,Kelli Barrett
317,Tim Abell
100,Jesper Christensen
24,Frida Hallgren
270,Vanessa Ray
241,Jay Leno
388,Ben Vereen
2000,Abbie Cornish
99,Jude Ciccolella
93,Matias Varela
132,Francesc Pagès
636,Molly Shannon
1000,Abigail Spencer
262,Jordana Spiro
1000,Ian McDiarmid
789,Peter Greene
12000,Dwayne Johnson
488,Joel Murray
273,Katie Lowes
105,Fred Melamed
0,Joseba Ugalde
146,Kerry Cahill
778,Jon Foo
27,Maurice Roëves
542,Bill Fagerbakke
27,Ching Wan Lau
2,Bob Neill
44,Vince McMahon
485,Shawn Parsons
145,Shelly Varod
159,Alessandra Mastronardi
557,Fran Kranz
3000,Jennifer Garner
130,Stephanie Lemelin
12000,Norman Reedus
255,Zena Grey
235,Jesse James
158,Cassie Ventura
76,Jessica Duffy
163,Yorick van Wageningen
787,Jimmy Fallon
364,Julia Jones
723,Craig T. Nelson
297,Jason Beghe
398,James Fleet
560,AJ Michalka
739,Jenna Elfman
3000,Christopher Meloni
528,Julie Gonzalo
509,Maura Tierney
233,Nona Gaye
169,Jeff Delaney
176,Walter Pidgeon
3000,Colin O'Donoghue
378,Wayne Brady
61,Eddie Rouse
252,Ben Miller
317,Joanna Cassidy
545,Gena Rowlands
4000,Salma Hayek
835,Patrick Fugit
561,RZA
33,Yuqi Zhang
848,Kirk Cameron
600,Grant Bowler
58,Temple Grandin
178,Dorothy Lamour
23000,Christian Bale
608,Luke Perry
108,Matthew Glave
120,Troy Evans
829,Cameron Bright
120,Christopher Denham
14000,Al Pacino
726,James Badge Dale
226,Red Skelton
607,Eric Mendenhall
820,Sam Shepard
620,Peyman Moaadi
0,Chloe Hollings
367,Gregory Alan Williams
41,Boys II Men
513,Roseanne Barr
189,Matt Bennett
7,Daniel Travis
453,George Lopez
78,Shaun Parkes
722,Dana Delany
14000,J.J. Abrams
798,Frank Grillo
196,Claude Akins
220,David Rasche
85,Michelle Hurst
652,Carrie Preston
85,Joseph Mascolo
370,Daniel Auteuil
509,Elizabeth Debicki
2000,Jaymes Butler
83,Gabriel Hogan
136,Jesse Moss
351,Lauren Lee Smith
17000,Peter Capaldi
867,Ice-T
47,Jemma Curran
2,Jeffrey Dover
847,Jossara Jinaro
405,Dallas Roberts
169,China Chow
2000,Ming-Na Wen
502,Lily James
495,Courtney B. Vance
84,Ginger Jensen
301,Brandon Molale
1000,Madeline Kahn
990,Jason Stuart
0,Megan Ambuhl Graner
466,Patrick McGoohan
30,Jack Guzman
53,Robert J. Wilke
412,Mathieu Amalric
530,Miranda Richardson
119,Sessue Hayakawa
242,Cherry Jones
925,Catherine O'Hara
483,Andy Lau
370,Rob Brown
392,Don Ameche
177,Jack Albertson
62,Lenny Venito
877,Maximilian Schell
374,Kip Pardue
334,Henry Simmons
267,Marcela Mar
468,Bono
23,Charles Aidman
846,Sam Riley
357,Facundo Lombard
774,Mark Valley
155,Vincent Guastaferro
294,Armin Mueller-Stahl
2000,Hayley Atwell
157,Louis Herthum
104,Natasha Gregson Wagner
300,Jonathan Sadowski
153,Meghan Heffern
333,David Della Rocco
38,Brian Lee Franklin
46,Glenn Campbell
585,Wagner Moura
25,Susan Hogan
20,Shahir Kabaha
32,Christopher Sommers
11,Lilli Lavine
256,Rick Fox
365,Rhea Perlman
25,Kayla Jackson
13000,Matt Damon
169,R. Brandon Johnson
96,Brahim Achabbakhe
32,Joseph Campanella
52,Ye Liu
508,Tamara Tunie
688,Miguel Ferrer
403,Donald Gibb
178,David Hemmings
647,George Newbern
929,Torey Michael Adkins
0,Zhonghua Chen
20,Jonathan Caouette
728,Hugh Keays-Byrne
429,Jeremy Howard
418,Swoosie Kurtz
759,Ransford Doherty
25,Abby Mukiibi Nkaaga
238,Ruby Jerins
385,Michael Rispoli
338,Victoria Jackson
440,Liv Ullmann
65,Sandra Nelson
600,Gretchen Mol
189,Natalie Coughlin
679,Ana de la Reguera
329,Paul Gross
187,John Vernon
181,Tom Conti
324,Kaylee DeFer
524,Mary Tyler Moore
194,Tawny Kitaen
594,Stephen Boss
40,Conrad Dunn
0,John Reeves
45,Richard Jewell
247,Shane Dawson
11,Othon Bastos
86,Diego Velazquez
1000,Dolly Parton
31000,Marisa Saks
261,Ian Hart
50,Ralitsa Paskaleva
1000,Brenda Song
47,José Wilker
542,Hayley Kiyoko
94,Jennifer Sky
123,Iben Hjejle
752,Del Zamora
764,Tyler Mane
326,Roger Allam
467,Ingrid Bolsø Berdal
495,Deborah Kara Unger
304,Takashi Shimura
989,Gary Cole
0,Rai Alexandra
1000,Sid Haig
442,Lil' Wayne
278,Sherri Shepherd
865,Josh Wingate
0,Tencho Gyalpo
134,Gabriela Castillo
170,Milo O'Shea
249,Mary Goggin
142,Nora Dunn
908,Gustaf Skarsgård
760,Bubba Smith
130,Aitana Sánchez-Gijón
13,Richard Graham
608,Bam Margera
878,Ben Browder
3,Naomi Nishida
324,Lark Voorhies
1000,LL Cool J
1000,Dylan Minnette
624,Tony Cox
197,Bob Ross
542,Michael Winslow
816,Holly Valance
978,Mira Sorvino
294,Darren Shahlavi
847,Brendan Fehr
280,Joy Bryant
2000,Samantha Barks
39,Jennifer Tung
87,Thom Mathews
44,Coyote Shivers
833,Joe Lo Truglio
32,Megan Burns
395,David Eigenberg
15,Evgeniy Mironov
203,Charlie Murphy
634,Ivana Baquero
120,Mackenzie Aladjem
293,Grant Heslov
413,Steve Schirripa
155,Sterling Jerins
172,Rob Huebel
296,Nicki Aycox
491,Juan Fernández
923,Lori Petty
209,Beth Broderick
240,Amanda Detmer
14,Jim Siedow
60,Laura Morante
1000,Spencer Wilding
240,Chris Barrie
848,Drew Waters
104,Togo Igawa
341,Ashanti
663,Brian Thompson
174,Richard Brancatisano
383,Brian Geraghty
891,Mark Addy
43,Burghart Klaußner
3,Joffre Soares
674,Brian Anthony Wilson
186,Gloria Reuben
860,Larry David
972,Mia Kirshner
475,Patrick Muldoon
0,Mike Block
789,Billy Campbell
52,Daniel London
180,Richard Libertini
79,Ricky Jay
0,Xinhua Jiang
103,Jeannetta Arnette
372,Jason Robards
38,William Abadie
995,Hector Elizondo
158,Timothy Patrick Quill
773,James Coburn
15,Steve Diasparra
287,Jonathan Hyde
897,Ed Lauter
889,Bridget Fonda
132,Julie Adams
86,Jackie Burroughs
12,Renée Adorée
385,Ron Eldard
416,Kate Maberly
0,Sarah Callan
619,Lisa Bonet
940,Martin Landau
400,Brent Anderson
29,Everett Sloane
583,Erik Knudsen
0,Angélica Sancio
613,Jonathan Jackson
179,Lauren Sweetser
12000,Steve Buscemi
168,Mary Mouser
189,Clifton James
841,Vanity
416,Bernard Hill
986,Matt Frewer
327,Kenny Johnston
640000,Darcy Donavan
562,Marco Treviño
826,Shad Moss
768,Catherine Dyer
47,Angeliki Papoulia
48,Agnia Ditkovskite
651,Shawnee Smith
663,Austin Nichols
136,Lysette Anthony
2000,Odeya Rush
580,Vinessa Shaw
137,Tim Rose
336,Eddie Jemison
650,Scott Baio
1000,Burgess Meredith
432,Amy Lucas
3000,George Kennedy
59,Don Gordon
3000,Ryan Guzman
603,Bashar Rahal
1000,Justin Theroux
799,Lee Majors
898,Valeria Golino
973,Joanna Lumley
82,Shane Rangi
221,Christopher Schmidt
900,Sarah Polley
324,Behrouz Vossoughi
17,Dominick Brascia
826,Christopher Heyerdahl
873,Jennifer Lafleur
59,Roschdy Zem
11,Jack Kao
855,Shiri Appleby
15000,Jud Tylor
559,Cara Delevingne
0,Sylvia Eckhausen
460,Steve Bannos
381,Tom Atkins
309,Jennifer Saunders
417,Zach Mills
979,Eddie Marsan
913,Virginia Madsen
263,Mason Gamble
31000,Rachel Ann Mullins
556,Khandi Alexander
483,Katie Leclerc
118,Dinah Manoff
129,Luisa D'Oliveira
27000,Tom Hardy
163,Richard Masur
875,Ted Danson
372,Vladimir Kulich
128,Mike Birbiglia
250,Isabelle Nélisse
874,Isaac Hempstead Wright
228,Jeffrey Markle
595,Russell Wong
674,Angus Scrimm
358,Beverly Randolph
489,Eddie Griffin
837,Anne Meara
407,Rory Cochrane
262,Kevin Scott Richardson
203,Gary Lewis
12000,Taylor Lautner
124,Freddie Jones
1000,Emily Osment
430,Gideon Emery
3000,Brighton Sharbino
449,Heather Langenkamp
144,Reuben Langdon
327,Stephen Rea
1000,Farrah Fawcett
2000,Dominic Monaghan
42,Casper Martinez
0,Margaret Tracey
28,Yu-mi Jeong
437,Louis Lombardi
294,Traylor Howard
