movie_title,title_year,plot_keywords
Certifiably Jonathan,2007,las vegas nevada
Certifiably Jonathan,2007,museum
Certifiably Jonathan,2007,reference to mr. rogers
Certifiably Jonathan,2007,reference to vincent van gogh
Certifiably Jonathan,2007,talking about suicide
Bicentennial Man,1999,23rd century
Bicentennial Man,1999,android
Bicentennial Man,1999,artificial intelligence
Bicentennial Man,1999,dual role
Bicentennial Man,1999,robot
Bamboozled,2000,actor
Bamboozled,2000,minstrel show
Bamboozled,2000,protest
Bamboozled,2000,success
Bamboozled,2000,writer
Tristram Shandy: A Cock and Bull Story,2005,actor playing himself
Tristram Shandy: A Cock and Bull Story,2005,battle
Tristram Shandy: A Cock and Bull Story,2005,boots
Tristram Shandy: A Cock and Bull Story,2005,penis
Tristram Shandy: A Cock and Bull Story,2005,womb
Her Cry: La Llorona Investigation,2013,la llorona
Her Cry: La Llorona Investigation,2013,weeping
Sharknado,2013,cult film
Sharknado,2013,hurricane
Sharknado,2013,school bus
Sharknado,2013,shark
Sharknado,2013,shark feature
Monsters,2010,alien
Monsters,2010,alien invasion
Monsters,2010,destroyed building
Monsters,2010,destruction
Monsters,2010,mexico
Bad Teacher,2011,boob job
Bad Teacher,2011,breast enlargement
Bad Teacher,2011,breast surgery
Bad Teacher,2011,cheating on a test
Bad Teacher,2011,ejaculation
Reservoir Dogs,1992,gang
Reservoir Dogs,1992,heist
Reservoir Dogs,1992,heist gone wrong
Reservoir Dogs,1992,nonlinear timeline
Reservoir Dogs,1992,robbery
Next Friday,2000,african american
Next Friday,2000,flashback
Next Friday,2000,marijuana joint
Next Friday,2000,porn magazine
Next Friday,2000,suburb
When the Lights Went Out,2012,father daughter relationship
When the Lights Went Out,2012,poltergeist
When the Lights Went Out,2012,spirit
When the Lights Went Out,2012,stairway
When the Lights Went Out,2012,urination
Live and Let Die,1973,british
Live and Let Die,1973,cards
Live and Let Die,1973,heroin
Live and Let Die,1973,murder
Live and Let Die,1973,tarot card
The Hunger Games: Catching Fire,2013,president
The Hunger Games: Catching Fire,2013,snow
The Hunger Games: Catching Fire,2013,television
The Hunger Games: Catching Fire,2013,tour
The Hunger Games: Catching Fire,2013,uprising
Sunday School Musical,2008,church
Sunday School Musical,2008,competition
Sunday School Musical,2008,high school
Sunday School Musical,2008,new school
Sunday School Musical,2008,pastor
Gentlemen Broncos,2009,amateur film
Gentlemen Broncos,2009,sexual harassment
Gentlemen Broncos,2009,sexual innuendo
Gentlemen Broncos,2009,small town
Gentlemen Broncos,2009,struggling parent
Seeking a Friend for the End of the World,2012,candle
Seeking a Friend for the End of the World,2012,end of the world
Seeking a Friend for the End of the World,2012,letter
Seeking a Friend for the End of the World,2012,record
Seeking a Friend for the End of the World,2012,road trip
Drag Me to Hell,2009,evil
Drag Me to Hell,2009,fight
Drag Me to Hell,2009,hell
Drag Me to Hell,2009,psychic
Drag Me to Hell,2009,psychologist
The Hurricane,1999,african american
The Hurricane,1999,book
The Hurricane,1999,boxer
The Hurricane,1999,boxing
The Hurricane,1999,murder
Impostor,2001,alien
Impostor,2001,android
Impostor,2001,bomb
Impostor,2001,future
Impostor,2001,weapon
Freeway,1996,freeway
Freeway,1996,nightmare
Freeway,1996,police
Freeway,1996,school
Freeway,1996,trailer park
Milk,2008,california
Milk,2008,gay
Milk,2008,gay activist
Milk,2008,gay pickup
Milk,2008,gay rights
How to Train Your Dragon 2,2014,dragon
How to Train Your Dragon 2,2014,father son relationship
How to Train Your Dragon 2,2014,husband wife relationship
How to Train Your Dragon 2,2014,mother son relationship
How to Train Your Dragon 2,2014,viking
Love the Coopers,2015,christmas
Love the Coopers,2015,family dinner
Love the Coopers,2015,husband wife conflict
Love the Coopers,2015,husband wife kiss
Love the Coopers,2015,large family
Predators,2010,kicked in the face
Predators,2010,martial arts
Predators,2010,punched in the face
Predators,2010,strong female character
Predators,2010,woman punching a man
Bram Stoker's Dracula,1992,dracula
Bram Stoker's Dracula,1992,horror movie remake
Bram Stoker's Dracula,1992,maze
Bram Stoker's Dracula,1992,monster sex
Bram Stoker's Dracula,1992,vampire
The Thirteenth Floor,1999,amnesia
The Thirteenth Floor,1999,barricade
The Thirteenth Floor,1999,letter
The Thirteenth Floor,1999,time
The Thirteenth Floor,1999,virtual reality
Hero,2002,china
Hero,2002,flying
Hero,2002,king
Hero,2002,palace
Hero,2002,sword
Against the Wild,2013,cave
Against the Wild,2013,salmon
Failure to Launch,2006,friend
Failure to Launch,2006,intervention
Failure to Launch,2006,moving
Failure to Launch,2006,secret
Failure to Launch,2006,slacker
Beautiful Creatures,2013,dream
Beautiful Creatures,2013,escape
Beautiful Creatures,2013,magic
Beautiful Creatures,2013,magic spell
Beautiful Creatures,2013,small town
Tycoon,1947,engineer
Tycoon,1947,ethics
Tycoon,1947,mountain
Tycoon,1947,railroad
Tycoon,1947,south america
About a Boy,2002,boy
About a Boy,2002,friend
About a Boy,2002,imaginary son
About a Boy,2002,single father
About a Boy,2002,single mother
By the Sea,2015,cheating wife
By the Sea,2015,cigarette smoking
By the Sea,2015,male in shower
By the Sea,2015,male nudity
By the Sea,2015,male rear nudity
The Texas Chain Saw Massacre,1974,cannibal
The Texas Chain Saw Massacre,1974,chainsaw
The Texas Chain Saw Massacre,1974,hitchhiker
The Texas Chain Saw Massacre,1974,independent film
The Texas Chain Saw Massacre,1974,leatherface
Kites,2010,casino
Kites,2010,desert
Kites,2010,love
Kites,2010,suicide
Kites,2010,tragic event
High Anxiety,1977,belldon's hysteria
High Anxiety,1977,high anxiety
High Anxiety,1977,hitchcockian
High Anxiety,1977,murder
High Anxiety,1977,parody
Black or White,2014,color in title
November,2004,female protagonist
November,2004,murder
November,2004,photographer
November,2004,robbery
November,2004,shot to death
Drop Dead Gorgeous,1999,beauty pageant
Drop Dead Gorgeous,1999,blonde
Drop Dead Gorgeous,1999,cheerleader uniform
Drop Dead Gorgeous,1999,small town
Drop Dead Gorgeous,1999,upskirt
Hollow Man,2000,experiment
Hollow Man,2000,research
Hollow Man,2000,scientist
Hollow Man,2000,suburb
Hollow Man,2000,surrealism
Red Cliff,2008,alliance
Red Cliff,2008,battle
Red Cliff,2008,china
Red Cliff,2008,chinese
Red Cliff,2008,strategy
Flushed Away,2006,boat
Flushed Away,2006,frog
Flushed Away,2006,rat
Flushed Away,2006,sewer
Flushed Away,2006,toad
The Great Escape,1963,digging
The Great Escape,1963,escape
The Great Escape,1963,escape attempt
The Great Escape,1963,prisoner
The Great Escape,1963,tunnel
Top Five,2014,bare breasts
Top Five,2014,celebrity
Top Five,2014,in medias res
Top Five,2014,reference to planet of the apes
Top Five,2014,sex talk
"Ultramarines: A Warhammer 40,000 Movie",2010,grimdark
"Ultramarines: A Warhammer 40,000 Movie",2010,mutilated corpse
"Ultramarines: A Warhammer 40,000 Movie",2010,space marine
"Ultramarines: A Warhammer 40,000 Movie",2010,ultramarines
"Ultramarines: A Warhammer 40,000 Movie",2010,warhammer 40k
Interview with the Vampire: The Vampire Chronicles,1994,betrayal
Interview with the Vampire: The Vampire Chronicles,1994,dangerous friend
Interview with the Vampire: The Vampire Chronicles,1994,gothic
Interview with the Vampire: The Vampire Chronicles,1994,monster as victim
Interview with the Vampire: The Vampire Chronicles,1994,vampire
Tootsie,1982,actor
Tootsie,1982,actress
Tootsie,1982,friend
Tootsie,1982,love
Tootsie,1982,reputation
Heavenly Creatures,1994,fantasy life
Heavenly Creatures,1994,friend
Heavenly Creatures,1994,friendship
Heavenly Creatures,1994,love
Heavenly Creatures,1994,teenage crush
Love in the Time of Cholera,2007,19th century
Love in the Time of Cholera,2007,colombia
Love in the Time of Cholera,2007,love
Love in the Time of Cholera,2007,marriage
Love in the Time of Cholera,2007,widow
Killers,2010,hired killer
Killers,2010,marriage
Killers,2010,neighbor
Killers,2010,on the run
Killers,2010,store clerk
Focus,2015,con artist
Focus,2015,con man
Focus,2015,deception
Focus,2015,rivalry
Focus,2015,seduction
Blade Runner,1982,artificial intelligence
Blade Runner,1982,human android relationship
Blade Runner,1982,megacorporation
Blade Runner,1982,police detective
Blade Runner,1982,tech noir
Cry Freedom,1987,activist
Cry Freedom,1987,editor
Cry Freedom,1987,journalist
Cry Freedom,1987,newspaper
Cry Freedom,1987,south africa
Under Siege 2: Dark Territory,1995,colorado
Under Siege 2: Dark Territory,1995,niece
Under Siege 2: Dark Territory,1995,satellite
Under Siege 2: Dark Territory,1995,terrorist
Under Siege 2: Dark Territory,1995,train
Nowhere Boy,2009,1960s
Nowhere Boy,2009,childhood
Nowhere Boy,2009,friendship
Nowhere Boy,2009,love
Nowhere Boy,2009,the beatles
First Blood,1982,1980s
First Blood,1982,colonel
First Blood,1982,deputy
First Blood,1982,rambo
First Blood,1982,sheriff
"Paris, je t'aime",2006,baby
"Paris, je t'aime",2006,divorce
"Paris, je t'aime",2006,oscar wilde
"Paris, je t'aime",2006,pigalle
"Paris, je t'aime",2006,tourist
Crooklyn,1994,argument
Crooklyn,1994,birthday
Crooklyn,1994,bully
Crooklyn,1994,coming of age
Crooklyn,1994,semi autobiographical
Bran Nue Dae,2009,australia
Bran Nue Dae,2009,journey
Bran Nue Dae,2009,love
Bran Nue Dae,2009,priest
Bran Nue Dae,2009,traveling
Hard Candy,2005,chatting
Hard Candy,2005,missing person poster
Hard Candy,2005,online dating
Hard Candy,2005,photographer
Hard Candy,2005,sexual predator
Rain Man,1988,buick
Rain Man,1988,convertible
Rain Man,1988,last will and testament
Rain Man,1988,savant
Rain Man,1988,travel
Fish Tank,2009,15 year old
Fish Tank,2009,dancing
Fish Tank,2009,essex
Fish Tank,2009,little sister
Fish Tank,2009,suburb
My Name Is Bruce,2007,b movie
My Name Is Bruce,2007,birthday
My Name Is Bruce,2007,chinese
My Name Is Bruce,2007,demon
My Name Is Bruce,2007,small town
Priest,2011,church
Priest,2011,priest
Priest,2011,sheriff
Priest,2011,vampire
Priest,2011,warrior
Centurion,2010,mushroom
Centurion,2010,mute
Centurion,2010,roman soldier
Centurion,2010,screaming
Centurion,2010,wood carving
Rise of the Planet of the Apes,2011,alzheimer's disease
Rise of the Planet of the Apes,2011,ape
Rise of the Planet of the Apes,2011,chimpanzee
Rise of the Planet of the Apes,2011,fire
Rise of the Planet of the Apes,2011,when animals attack
American History X,1998,curb stomping
American History X,1998,neo nazi
American History X,1998,prison
American History X,1998,son dislikes mother's boyfriend
American History X,1998,white supremacist
John Q,2002,health care
John Q,2002,heart transplant
John Q,2002,hospital
John Q,2002,hostage
John Q,2002,insurance
High Tension,2003,car chase
High Tension,2003,plot twist
High Tension,2003,police van
High Tension,2003,rear ending a car
High Tension,2003,slasher
Jumping the Broom,2011,martha's vineyard
Jumping the Broom,2011,mother
Jumping the Broom,2011,older woman younger man relationship
Jumping the Broom,2011,wedding
Jumping the Broom,2011,weekend
Straight Out of Brooklyn,1991,domestic violence
Straight Out of Brooklyn,1991,housing project
Straight Out of Brooklyn,1991,new york city
Straight Out of Brooklyn,1991,poverty
Straight Out of Brooklyn,1991,racism
Circumstance,2011,closeted lesbian
Circumstance,2011,iranian
Circumstance,2011,islamophobia
Circumstance,2011,propaganda
Circumstance,2011,teenager
The Simpsons Movie,2007,alaska
The Simpsons Movie,2007,dome
The Simpsons Movie,2007,lake
The Simpsons Movie,2007,pig
The Simpsons Movie,2007,the simpsons
Chicago Overcoat,2009,detective
Chicago Overcoat,2009,killer
Chicago Overcoat,2009,police
Chicago Overcoat,2009,shootout
Chicago Overcoat,2009,thong
Transsiberian,2008,35 mm digital camera
Transsiberian,2008,drugs
Transsiberian,2008,murder
Transsiberian,2008,train
Transsiberian,2008,travel
Charlie Bartlett,2007,drugs
Charlie Bartlett,2007,high school
Charlie Bartlett,2007,prescription drugs
Charlie Bartlett,2007,private school
Charlie Bartlett,2007,student
Strangerland,2015,australian
Strangerland,2015,desert
Strangerland,2015,mother daughter relationship
Strangerland,2015,mother son relationship
Strangerland,2015,promiscuity
Gremlins 2: The New Batch,1990,gremlin
Gremlins 2: The New Batch,1990,horror host
Gremlins 2: The New Batch,1990,hulk hogan
Gremlins 2: The New Batch,1990,monster
Gremlins 2: The New Batch,1990,skyscraper
Friday the 13th Part VIII: Jason Takes Manhattan,1989,cult film
Friday the 13th Part VIII: Jason Takes Manhattan,1989,friday the thirteenth
Friday the 13th Part VIII: Jason Takes Manhattan,1989,hockey mask
Friday the 13th Part VIII: Jason Takes Manhattan,1989,jason voorhees
Friday the 13th Part VIII: Jason Takes Manhattan,1989,murder spree
Mrs. Doubtfire,1993,actor
Mrs. Doubtfire,1993,based on novel
Mrs. Doubtfire,1993,fancy restaurant
Mrs. Doubtfire,1993,male actor playing a female character
Mrs. Doubtfire,1993,party
The Reaping,2007,biblical plague
The Reaping,2007,louisiana
The Reaping,2007,missionary
The Reaping,2007,plague
The Reaping,2007,small town
Lockout,2012,bodyguard
Lockout,2012,maximum security prison
Lockout,2012,outer space
Lockout,2012,president
Lockout,2012,prison
Facing the Giants,2006,christian
Facing the Giants,2006,coach
Facing the Giants,2006,faith
Facing the Giants,2006,football
Facing the Giants,2006,football team
My Dog Skip,2000,1940s
My Dog Skip,2000,dog
My Dog Skip,2000,mississippi
My Dog Skip,2000,puppy
My Dog Skip,2000,veteran
Premonition,2007,car
Premonition,2007,car accident
Premonition,2007,housewife
Premonition,2007,sheriff
Premonition,2007,suburb
Legally Blonde,2001,blonde
Legally Blonde,2001,harvard
Legally Blonde,2001,law
Legally Blonde,2001,law school
Legally Blonde,2001,sorority
Get Carter,2000,affair
Get Carter,2000,car crash
Get Carter,2000,enforcer
Get Carter,2000,funeral
Get Carter,2000,murder
Escape Plan,2013,cia agent
Escape Plan,2013,escape
Escape Plan,2013,muslim
Escape Plan,2013,prison
Escape Plan,2013,ship
White Noise,2005,architect
White Noise,2005,grave
White Noise,2005,obsession
White Noise,2005,river
White Noise,2005,voice
Star Wars: Episode III - Revenge of the Sith,2005,elongated cry of no
Star Wars: Episode III - Revenge of the Sith,2005,friends become enemies
Star Wars: Episode III - Revenge of the Sith,2005,kicked in the butt
Star Wars: Episode III - Revenge of the Sith,2005,robotic midwife
Star Wars: Episode III - Revenge of the Sith,2005,vision
Sparkle,2012,1960s
Sparkle,2012,death
Sparkle,2012,girl group
Sparkle,2012,nightclub
Sparkle,2012,sister
The Broken Hearts Club: A Romantic Comedy,2000,friend
The Broken Hearts Club: A Romantic Comedy,2000,gay
The Broken Hearts Club: A Romantic Comedy,2000,lesbian
The Broken Hearts Club: A Romantic Comedy,2000,photographer
The Broken Hearts Club: A Romantic Comedy,2000,restaurant
Ghost Ship,2002,decapitation
Ghost Ship,2002,ghost ship
Ghost Ship,2002,passenger
Ghost Ship,2002,severed head
Ghost Ship,2002,torso cut in half
The House of Mirth,2000,high society
The House of Mirth,2000,love
The House of Mirth,2000,money
The House of Mirth,2000,reputation
The House of Mirth,2000,wealth
Cinderella,2015,dress
Cinderella,2015,duke
Cinderella,2015,fairy godmother
Cinderella,2015,fairy tale
Cinderella,2015,pumpkin
On the Outs,2004,dominican
On the Outs,2004,drug dealer
On the Outs,2004,prison
On the Outs,2004,single mother
On the Outs,2004,teenage pregnancy
Conan the Barbarian,1982,actual animal killed
Conan the Barbarian,1982,cult
Conan the Barbarian,1982,evil sorcerer
Conan the Barbarian,1982,gladiator
Conan the Barbarian,1982,warlord
Code Name: The Cleaner,2007,comic violence
Code Name: The Cleaner,2007,hand to hand combat
Code Name: The Cleaner,2007,kung fu
Code Name: The Cleaner,2007,talking to self in mirror
Code Name: The Cleaner,2007,violence
The Lunchbox,2013,delivery
The Lunchbox,2013,delivery to wrong address
The Lunchbox,2013,lunchbox
The Lunchbox,2013,open ended
The Lunchbox,2013,unconventional romance
Plastic,2014,credit card fraud
Plastic,2014,lesbian kiss
Plastic,2014,miami
Silver Linings Playbook,2012,adulterous wife
Silver Linings Playbook,2012,bipolar disorder
Silver Linings Playbook,2012,obsessive compulsive personality disorder
Silver Linings Playbook,2012,unhappy marriage
Silver Linings Playbook,2012,widow
The Gatekeepers,2012,interview
The Gatekeepers,2012,jerusalem
The Gatekeepers,2012,jewish
The Gatekeepers,2012,terrorism
The Gatekeepers,2012,terrorist bombing
Shorts,2009,boy
Shorts,2009,family relationships
Shorts,2009,rock
Shorts,2009,twin
Shorts,2009,two headed person
The French Connection,1971,crime boss
The French Connection,1971,drug smuggling
The French Connection,1971,heroin
The French Connection,1971,mafia boss
The French Connection,1971,organized crime
Fury,2014,battle
Fury,2014,battlefield
Fury,2014,brutality
Fury,2014,combat
Fury,2014,tank
Meet Dave,2008,alien
Meet Dave,2008,mutiny
Meet Dave,2008,orb
Meet Dave,2008,planet
Meet Dave,2008,spaceship
22 Jump Street,2014,college
22 Jump Street,2014,drugs
22 Jump Street,2014,hidden camera
22 Jump Street,2014,tattoo
22 Jump Street,2014,undercover
The Master,2012,drifter
The Master,2012,past life regression
The Master,2012,psychological testing
The Master,2012,right hand man
The Master,2012,scientology
The Gambler,2014,dog
The Gambler,2014,gambler
The Gambler,2014,gambling
The Gambler,2014,gangster
The Gambler,2014,professor
The Blue Butterfly,2004,butterfly
The Blue Butterfly,2004,entomologist
The Blue Butterfly,2004,morpho butterfly
The Blue Butterfly,2004,rain
The Blue Butterfly,2004,rain forest
Donkey Punch,2008,male frontal nudity
Donkey Punch,2008,male nudity
Donkey Punch,2008,male pubic hair
Donkey Punch,2008,male rear nudity
Donkey Punch,2008,spain
Renaissance Man,1994,army
Renaissance Man,1994,basic training
Renaissance Man,1994,reference to shakespeare's hamlet
Renaissance Man,1994,teacher
Renaissance Man,1994,u.s. army
Animals,2014,drug addict
Animals,2014,drug addiction
Animals,2014,drug use
Animals,2014,drugs
Animals,2014,junkie
Gangster's Paradise: Jerusalema,2008,carjacking
Gangster's Paradise: Jerusalema,2008,drug lord
Gangster's Paradise: Jerusalema,2008,johannesburg south africa
Gangster's Paradise: Jerusalema,2008,police
Gangster's Paradise: Jerusalema,2008,post apartheid
Extreme Movie,2008,box office flop
Extreme Movie,2008,female frontal nudity
Extreme Movie,2008,pink bra and panties
Extreme Movie,2008,red bra and panties
Extreme Movie,2008,sex
Bubba Ho-Tep,2002,cult film
Bubba Ho-Tep,2002,elvis
Bubba Ho-Tep,2002,elvis presley
Bubba Ho-Tep,2002,nursing home
Bubba Ho-Tep,2002,texas
Welcome to the Sticks,2008,alcohol
Welcome to the Sticks,2008,alcoholic drink
Welcome to the Sticks,2008,drunken man
Welcome to the Sticks,2008,france
Welcome to the Sticks,2008,provence
Everybody's Fine,2009,bus trip
Everybody's Fine,2009,parental love
Everybody's Fine,2009,retirement
Everybody's Fine,2009,surprise visit
Everybody's Fine,2009,train ride
Saint Ralph,2004,boston marathon
Saint Ralph,2004,coma
Saint Ralph,2004,marathon
Saint Ralph,2004,miracles
Saint Ralph,2004,running
Poltergeist III,1988,aunt niece relationship
Poltergeist III,1988,brother sister relationship
Poltergeist III,1988,building
Poltergeist III,1988,father daughter relationship
Poltergeist III,1988,mirror
Polisse,2011,abusive parent
Polisse,2011,child molester
Polisse,2011,child protection
Polisse,2011,photographer
Polisse,2011,police
Recess: School's Out,2001,friend
Recess: School's Out,2001,principal
Recess: School's Out,2001,summer
Recess: School's Out,2001,summer camp
Recess: School's Out,2001,summer vacation
What Dreams May Come,1998,heaven
What Dreams May Come,1998,hell
What Dreams May Come,1998,soul
What Dreams May Come,1998,soul mate
What Dreams May Come,1998,suicide
The Namesake,2006,bengali
The Namesake,2006,india
The Namesake,2006,reference to gogol
The Namesake,2006,train
The Namesake,2006,train crash
Bridesmaids,2011,best friend
Bridesmaids,2011,failure
Bridesmaids,2011,food
Bridesmaids,2011,job
Bridesmaids,2011,partial female nudity
The Spectacular Now,2013,crying man
The Spectacular Now,2013,high school
The Spectacular Now,2013,high school senior
The Spectacular Now,2013,men's clothing store
The Spectacular Now,2013,party
Copying Beethoven,2006,music copyist
Copying Beethoven,2006,music student
Copying Beethoven,2006,musical composition
Copying Beethoven,2006,student
Copying Beethoven,2006,symphony
Self/less,2015,cancer
Self/less,2015,elderly man
Self/less,2015,funeral
Self/less,2015,medical
Self/less,2015,transhumanism
Mary Poppins,1964,banker
Mary Poppins,1964,female protagonist
Mary Poppins,1964,live action and animation
Mary Poppins,1964,magic
Mary Poppins,1964,nanny
The Princess Bride,1987,fairy tale
The Princess Bride,1987,giant
The Princess Bride,1987,pirate
The Princess Bride,1987,princess
The Princess Bride,1987,true love
Keanu,2016,car chase
Keanu,2016,gangsta
Keanu,2016,gun fight
Keanu,2016,hitman
Keanu,2016,kitten
Modern Times,1936,actor director writer
Modern Times,1936,invention
Modern Times,1936,machine
Modern Times,1936,music score composed by director
Modern Times,1936,tramp
Shadow Conspiracy,1997,american president
Shadow Conspiracy,1997,assassin
Shadow Conspiracy,1997,conspiracy
Shadow Conspiracy,1997,president
Shadow Conspiracy,1997,white house
Striptease,1996,bouncer
Striptease,1996,breasts
Striptease,1996,congressman
Striptease,1996,private dancer
Striptease,1996,stripper
Love's Abiding Joy,2006,19th century
Love's Abiding Joy,2006,faith
Love's Abiding Joy,2006,mayor
Love's Abiding Joy,2006,ranch
Love's Abiding Joy,2006,sheriff
Supernova,2000,deep space
Supernova,2000,distress signal
Supernova,2000,explosion
Supernova,2000,mining
Supernova,2000,rescue
The Giver,2014,black and white segues into color
The Giver,2014,color
The Giver,2014,community
The Giver,2014,dystopia
The Giver,2014,infanticide
Elling,2001,friendship
Elling,2001,mental illness
Elling,2001,poet
Elling,2001,sex obsession
Elling,2001,virgin
Kindergarten Cop,1990,astoria
Kindergarten Cop,1990,kindergarten
Kindergarten Cop,1990,kindergarten teacher
Kindergarten Cop,1990,school
Kindergarten Cop,1990,teacher
"It's a Mad, Mad, Mad, Mad World",1963,california
"It's a Mad, Mad, Mad, Mad World",1963,desert
"It's a Mad, Mad, Mad, Mad World",1963,dying words
"It's a Mad, Mad, Mad, Mad World",1963,money
"It's a Mad, Mad, Mad, Mad World",1963,race
Harry Brown,2009,bayonet
Harry Brown,2009,death
Harry Brown,2009,police
Harry Brown,2009,self defense
Harry Brown,2009,widower
"You, Me and Dupree",2006,best friend
"You, Me and Dupree",2006,foot fetish
"You, Me and Dupree",2006,houseguest
"You, Me and Dupree",2006,newlywed
"You, Me and Dupree",2006,wedding
United Passions,2014,20th century
United Passions,2014,association
United Passions,2014,fifa
United Passions,2014,football
United Passions,2014,world cup
The First Wives Club,1996,cult film
The First Wives Club,1996,female therapist
The First Wives Club,1996,revenge
The First Wives Club,1996,revenge motive
The First Wives Club,1996,therapy session
Poltergeist,1982,ghost
Poltergeist,1982,haunted
Poltergeist,1982,haunting
Poltergeist,1982,house
Poltergeist,1982,paranormal investigator
The Cure,1997,breasts
The Cure,1997,interrogation
The Cure,1997,investigation
The Cure,1997,murder
The Cure,1997,watching television
Paul Blart: Mall Cop,2009,cell phone
Paul Blart: Mall Cop,2009,hostage
Paul Blart: Mall Cop,2009,mall
Paul Blart: Mall Cop,2009,security guard
Paul Blart: Mall Cop,2009,text messaging
Defendor,2009,gun running
Defendor,2009,organized crime
Defendor,2009,pimp
Defendor,2009,superhero
Defendor,2009,vigilante
Toy Story 2,1999,collector
Toy Story 2,1999,dog
Toy Story 2,1999,friend
Toy Story 2,1999,rescue
Toy Story 2,1999,toy
Her,2013,divorce
Her,2013,female frontal nudity
Her,2013,future
Her,2013,loneliness
Her,2013,operating system
My Blueberry Nights,2007,blueberry pie
My Blueberry Nights,2007,diner
My Blueberry Nights,2007,nevada
My Blueberry Nights,2007,new york city
My Blueberry Nights,2007,pie
American Psycho,2000,1980s
American Psycho,2000,business card
American Psycho,2000,male rear nudity
American Psycho,2000,materialism
American Psycho,2000,narcissism
Get on the Bus,1996,actor
Get on the Bus,1996,bus
Get on the Bus,1996,march
Get on the Bus,1996,million man march
Get on the Bus,1996,religion
Noah,2014,ark
Noah,2014,flood
Noah,2014,noah's ark
Noah,2014,water
Noah,2014,wrath of god
Rambo III,1988,afghanistan
Rambo III,1988,colonel
Rambo III,1988,rambo
Rambo III,1988,rescue
Rambo III,1988,soviet
Spider-Man,2002,evil
Spider-Man,2002,goblin
Spider-Man,2002,spider
Spider-Man,2002,spider man
Spider-Man,2002,superhero
Airlift,2016,1990s
Airlift,2016,businessman
Airlift,2016,evacuation
Airlift,2016,historical fiction
Airlift,2016,kuwait
Dwegons and Leprechauns,2014,dwegons
The Best of Me,2014,adultery
The Best of Me,2014,based on novel
The Best of Me,2014,heart transplant
The Best of Me,2014,infidelity
The Best of Me,2014,protective male
Lisa Picard Is Famous,2000,actress
Lisa Picard Is Famous,2000,fame
Lisa Picard Is Famous,2000,inside joke
Lisa Picard Is Famous,2000,new york
Lisa Picard Is Famous,2000,one man show
The Wicked Lady,1983,female nudity
The Wicked Lady,1983,highwayman
The Wicked Lady,1983,nell gwynne
The Wicked Lady,1983,nudity
The Wicked Lady,1983,whipping
For Love of the Game,1999,baseball
For Love of the Game,1999,baseball movie
For Love of the Game,1999,detroit tigers
For Love of the Game,1999,perfect game
For Love of the Game,1999,pitcher
The Blair Witch Project,1999,found footage
The Blair Witch Project,1999,looking at the camera
The Blair Witch Project,1999,lost in the woods
The Blair Witch Project,1999,maryland
The Blair Witch Project,1999,screaming in horror
Oliver!,1968,abuse
Oliver!,1968,child
Oliver!,1968,orphan
Oliver!,1968,orphanage
Oliver!,1968,pickpocket
The Hangover,2009,drunkenness
The Hangover,2009,female nudity
The Hangover,2009,hangover
The Hangover,2009,hedonism
The Hangover,2009,morning after
RoboCop,2014,law enforcement
RoboCop,2014,police
RoboCop,2014,robocop
RoboCop,2014,robot
RoboCop,2014,technology
My Girl,1991,best friend
My Girl,1991,funeral
My Girl,1991,girl
My Girl,1991,overalls
My Girl,1991,summer
Saving Face,2004,chinese
Saving Face,2004,chinese american
Saving Face,2004,lesbian love
Saving Face,2004,mother daughter relationship
Saving Face,2004,surgeon
Turbo,2013,accident
Turbo,2013,freak accident
Turbo,2013,race
Turbo,2013,snail
Turbo,2013,underdog
Poetic Justice,1993,african american
Poetic Justice,1993,mail carrier
Poetic Justice,1993,poetry
Poetic Justice,1993,postal worker
Poetic Justice,1993,south central los angeles
Over the Hill to the Poorhouse,1920,family relationships
Over the Hill to the Poorhouse,1920,gang
Over the Hill to the Poorhouse,1920,idler
Over the Hill to the Poorhouse,1920,poorhouse
Over the Hill to the Poorhouse,1920,thief
Abraham Lincoln: Vampire Hunter,2012,chopping down a tree
Abraham Lincoln: Vampire Hunter,2012,hanging upside down
Abraham Lincoln: Vampire Hunter,2012,shopkeeper
Abraham Lincoln: Vampire Hunter,2012,vampire
Abraham Lincoln: Vampire Hunter,2012,vampire hunter
The Mask of Zorro,1998,19th century
The Mask of Zorro,1998,california
The Mask of Zorro,1998,revenge
The Mask of Zorro,1998,training
The Mask of Zorro,1998,zorro
Dickie Roberts: Former Child Star,2003,dental braces
Dickie Roberts: Former Child Star,2003,dental headgear
Dickie Roberts: Former Child Star,2003,former child star
Dickie Roberts: Former Child Star,2003,panties
Dickie Roberts: Former Child Star,2003,white panties
A Lego Brickumentary,2014,artist
A Lego Brickumentary,2014,denmark
A Lego Brickumentary,2014,lego
A Lego Brickumentary,2014,toy
A Lego Brickumentary,2014,toy company
The Magic Sword: Quest for Camelot,1998,camelot
The Magic Sword: Quest for Camelot,1998,dragon
The Magic Sword: Quest for Camelot,1998,excalibur
The Magic Sword: Quest for Camelot,1998,knight
The Magic Sword: Quest for Camelot,1998,sword
Hostel: Part II,2007,american
Hostel: Part II,2007,hostel
Hostel: Part II,2007,slovakia
Hostel: Part II,2007,torture
Hostel: Part II,2007,train
Blue Streak,1999,detective
Blue Streak,1999,diamond
Blue Streak,1999,jewel
Blue Streak,1999,police
Blue Streak,1999,thief
My Cousin Vinny,1992,alabama
